Instrumento;Link Externo;UF;Municipio;CNPJ;Nome Proponente;Modalidade;Emenda;Objeto;Situacao;Natureza Juridica;Inicio Vigencia;Fim Vigencia; Valor Global ;Valor Empenhado; Valor Liberado ;Valor de Contrapartida; Total em Movimentacoes Financeiras ; Saldo em conta ; Vl Devolvido ;PC Informatizada;Relatorios de Execucao;Acao de Monitoramnto;Percental  Exec;Parecer Financeiro;Grau de Prioridade;Acao de Analise de PC;Data Limite para Apresentar PC;Data de Envio da  PC;Dias de Atraso Envio da PC;Status de Execucao;Analise de Equipamentos;Percentual de Evolucao da Analise;Parecer Tec -Merito;Pareceres Incluidos na Plataforma;Execucao  Financeira Concedente  e Convenente;Devolucao de Saldo p Uniao;Resto a Pagar ;Tecnico / Analista;Processo SEI;Nota de Risco;Limite Toler  Risco;Faixa de Risco;Data de Vinculo Fiscal ;Dias apos Envio da PC;ANOTACOES OBS;Ano;Ingresso de $; ALERTA de Execucao Financeira ; ALERTA Sem Desembolso ; ALERTA Sem Pgt + 150 Dias ; Acordao  TCU1203 ; GRAU DE PRIORIDADE ;
787665;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=749749&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;CONVENIO;NÃO;Aquisição de equipamento para unidade do Complexo Industrial da Saúde;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;20/12/2013;20/11/2018; 3.847.569,12 ; 3.448.000,00 ; 3.448.000,00 ; 182.000,00 ; 2.705.591,53 ; -   ; 1.526.484,75 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;28/11/2019;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 70,32%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000177101201321;0,736608;;;31/12/2021;-; ;2013;182.000,00;Negativo;-;-;NÃO;INDEFINIDO;*
790686;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=818263&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;31/12/2013;03/12/2019; 399.500,00 ; 350.000,00 ; 350.000,00 ; -   ; 292.502,17 ; -   ; 141.554,49 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;26/12/2025;11/04/2019;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 73,22%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JOSIELY;25000239187201393;0,744316;0,7999999;B;31/12/2025;-; ;2013;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
790689;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=819894&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;30/12/2013;05/11/2016; 350.000,00 ; 350.000,00 ; 350.000,00 ; -   ; 271.700,00 ; -   ; 119.283,20 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;17/05/2018;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 77,63%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000240807201337;0,756031385;;;05/12/2016;-; ;2013;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
792576;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=775781&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;12671814000137;UNIVERSIDADE ESTADUAL DA PARAIBA;CONVENIO;NÃO;Construção do laboratório de simulação e usabilidade da UEPB;Prestação de Contas em Análise;Administração Pública Estadual ou do Distrito Federal;21/12/2013;31/08/2024; 1.700.000,00 ; 1.614.000,00 ; 1.614.000,00 ; 86.000,00 ; 1.467.731,32 ; -   ; 879.058,30 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;20/02/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 82,23%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000212754201364;-;;;20/09/2022;531; ;2013;170.987,43;Negativo;-;-;NÃO;4ª Prioridade;46239
793024;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=786966&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08715618000140;FUNDO MUNICIPAL DE SAUDE;CONVENIO;NÃO;AMPLIAÇÃO E FORTALECIMENTO DE AÇÕES E SERVIÇOS EM SAÚDE (PROESF);Prestação de Contas Concluída;Administração Pública Municipal;20/12/2013;25/10/2018; 106.870,00 ; 100.000,00 ; 100.000,00 ; 6.870,00 ; -   ; -   ; 131.871,35 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;08/05/2019;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000213018201323;0,759226269;;;16/05/2017;-; ;2013;6.870,00;Negativo;-;-;NÃO;INDEFINIDO;*
793428;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=804585&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;18/12/2013;17/02/2015; 150.000,00 ; 150.000,00 ; 150.000,00 ; -   ; 102.300,00 ; -   ; 57.195,39 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;18/04/2015;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 68,20%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000228945201348;-;;;Sem Vínculo;-; ;2013;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
794336;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=780938&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08715618000140;FUNDO MUNICIPAL DE SAUDE;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA ATENÇÃO AOS PORTADORES DE DOENÇAS HEMATOLÓGICAS;Prestação de Contas Concluída;Administração Pública Municipal;12/11/2014;16/11/2017; 132.000,00 ; 120.000,00 ; 120.000,00 ; 12.000,00 ; 132.000,00 ; -   ; 31.322,56 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;07/11/2019;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 91,67%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000206561201374;0,722042342;;;31/12/2019;-; ;2013;24.000,00;Negativo;-;-;NÃO;INDEFINIDO;*
797350;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=804225&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;03609595000175;FUNDO ESTADUAL DE SAUDE DO ESTADO DA PARAIBA - FESEP;CONVENIO;NÃO;Estruturação do Núcleo de Economia da Secretaria de Estado da Saúde do Estado da Paraíba SES/NES-PB.;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;30/12/2013;31/12/2020; 247.537,90 ; 161.850,00 ; 235.161,00 ; 12.376,90 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2021;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000226073201383;-;;;16/10/2021;-; ;2013;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
797431;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=805707&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;03609595000175;FUNDO ESTADUAL DE SAUDE DO ESTADO DA PARAIBA - FESEP;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA ATENÇÃO AOS PORTADORES DE DOENÇAS HEMATOLÓGICAS;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;12/11/2014;31/03/2021; 135.994,48 ; 119.400,00 ; 119.400,00 ; 12.000,00 ; 109.094,48 ; -   ; -   ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;21/09/2021;01/09/2020;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 80,22%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000227829201310;0,658409051;;X;25/02/2022;-; ;2013;12.000,00;Negativo;-;-;NÃO;INDEFINIDO;*
797434;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=805611&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;03609595000175;FUNDO ESTADUAL DE SAUDE DO ESTADO DA PARAIBA - FESEP;CONVENIO;NÃO;QUALIFICAÇÃO DOS SERVIÇOS DE HEMATOLOGIA E HEMOTERAPIA;Prestação de Contas Concluída;Administração Pública Estadual ou do Distrito Federal;14/11/2014;31/12/2021; 275.000,00 ; 250.000,00 ; 250.000,00 ; 25.000,00 ; 189.565,10 ; -   ; -   ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/03/2022;08/01/2020;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 68,93%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000227825201323;0,710678;;X;31/12/2023;-; ;2013;25.000,00;Negativo;-;-;NÃO;INDEFINIDO;*
798508;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=816563&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08667206000181;INSTITUTO SAO JOSE;CONVENIO;NÃO;AÇÕES DE PROMOÇÃO E PREVENÇÃO DE VIGILÂNCIA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;28/12/2013;30/05/2015; 140.400,00 ; 140.400,00 ; 140.400,00 ; -   ; -   ; -   ; 146.760,05 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;09/06/2017;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000235034201377;-;;;Sem Vínculo;-; ;2013;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
798516;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=813733&Usr=guest&Pwd=guest;PB;BREJO DO CRUZ;12452534000138;FUNDO MUNICIPAL DE SAUDE DE BREJO DO CRUZ;CONTRATO DE REPASSE;SIM;AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Convênio Anulado;Administração Pública Municipal;31/12/2013;13/12/2015; 408.200,00 ; -   ; -   ; 8.200,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;11/02/2016;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;0947262013;-;;;Sem Vínculo;-; ;2013;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
799392;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=795139&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08715618000140;FUNDO MUNICIPAL DE SAUDE;CONTRATO DE REPASSE;NÃO;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Convênio Anulado;Administração Pública Municipal;31/12/2013;30/06/2016; 265.000,00 ; -   ; -   ; 15.000,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/08/2016;09/03/2020;1288;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;0852472013;-;;;Sem Vínculo;-; ;2013;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
799428;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=807633&Usr=guest&Pwd=guest;PB;ALAGOA GRANDE;17698753000115;FUNDO MUNICIPAL DE SAUDE DE ALAGOA GRANDE;CONTRATO DE REPASSE;SIM;AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Convênio Anulado;Administração Pública Municipal;31/12/2013;09/12/2015; 510.210,00 ; -   ; -   ; 10.210,00 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;07/02/2016;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;0903312013;-;;;Sem Vínculo;-; ;2013;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
799611;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=819054&Usr=guest&Pwd=guest;PB;MARIZÓPOLIS;11404727000150;FUNDO MUNICIPAL DE SAUDE;CONTRATO DE REPASSE;NÃO;CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Administração Pública Municipal;31/12/2013;28/02/2027; 1.417.475,82 ; 980.000,00 ; 980.000,00 ; 437.475,82 ; 827.038,94 ; 548.815,52 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/04/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 73,36%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;0983502013;-;;;Sem Vínculo;-; ;2013;147.358,73;Acima de 180 até 365 dias;Acima de 365 dias;Sim;NÃO;INDEFINIDO;*
800244;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=795144&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;08715618000140;FUNDO MUNICIPAL DE SAUDE;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Convênio Anulado;Organização da Sociedade Civil;06/11/2014;15/04/2021; 265.000,00 ; -   ; -   ; 15.000,00 ; 735.260,32 ; -   ; 29.367,86 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;01/06/2024;23/07/2022;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 99,71%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;0995722013;-;1,0000000;A;Sem Vínculo;-; ;2013;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
800424;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=820614&Usr=guest&Pwd=guest;PB;TAVARES;10598364000179;FUNDO MUNICIPAL DE SAUDE DE TAVARES;CONTRATO DE REPASSE;SIM;AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;11/08/2014;29/10/2016; 406.605,18 ; 300.000,00 ; 300.000,00 ; 106.605,18 ; 115.010,00 ; -   ; -   ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;29/09/2017;27/07/2022;1762;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 62,82%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000227784201375;0,548839;;;Sem Vínculo;-; ;2013;106.605,18;Negativo;-;-;NÃO;INDEFINIDO;*
800440;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=820612&Usr=guest&Pwd=guest;PB;TAVARES;10598364000179;FUNDO MUNICIPAL DE SAUDE DE TAVARES;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;24/10/2014;29/10/2016; 735.715,43 ; 542.389,85 ; 542.389,85 ; 193.325,58 ; 474.214,00 ; -   ; 82.174,56 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;28/09/2017;02/04/2022;1647;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 86,22%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000074190201436;0,796563;;;Sem Vínculo;-; ;2013;194.980,51;Negativo;-;-;NÃO;INDEFINIDO;*
801893;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=805667&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;03609595000175;FUNDO ESTADUAL DE SAUDE DO ESTADO DA PARAIBA - FESEP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE HEMATOLOGIA E HEMOTERAPIA;Prestação de Contas em Análise;Organização da Sociedade Civil;22/10/2014;03/11/2016; 170.270,00 ; 100.000,00 ; 100.000,00 ; 39.600,00 ; 379.018,00 ; -   ; 113.536,99 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;06/11/2017;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 79,40%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000118380201472;0,759658;;;17/06/2018;3194; ;2013;52.400,84;Negativo;-;-;SIM;INDEFINIDO;46239
802057;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=820760&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;07/11/2014;26/10/2016; 550.000,00 ; 550.000,00 ; 550.000,00 ; -   ; 100.000,00 ; -   ; 12.385,31 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;10/06/2017;02/04/2022;1757;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000118530201448;-;1,0000000;A;28/12/2022;-; ;2013;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
807844;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=888032&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;25/11/2014;27/10/2016; 477.333,00 ; 400.000,00 ; 400.000,00 ; -   ; 964.546,00 ; -   ; 65.571,63 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;22/11/2019;08/01/2020;47;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 96,45%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000140088201436;-;;X;31/12/2021;-; ;2014;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
807845;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=887819&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;28/11/2014;25/10/2016; 100.000,00 ; 100.000,00 ; 100.000,00 ; -   ; 59.853,00 ; -   ; 46.737,75 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;16/09/2017;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 59,85%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000141054201469;-;;;31/12/2017;-; ;2014;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
810567;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=895364&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;23/12/2014;09/11/2016; 1.000.000,00 ; 1.000.000,00 ; 1.000.000,00 ; -   ; 99.480,00 ; -   ; 1.900,20 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;22/08/2017;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000168364201421;0,804064577;;;28/01/2017;-; ;2014;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
810568;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=895425&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;31/12/2014;09/11/2019; 100.000,00 ; 100.000,00 ; 100.000,00 ; -   ; 194.639,99 ; -   ; 10.733,75 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;08/01/2020;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 97,32%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000183735201402;0,762684901;;;31/12/2019;-; ;2014;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
811325;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=904653&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;31/12/2014;12/11/2017; 99.480,00 ; 99.480,00 ; 99.480,00 ; -   ; 399.998,45 ; -   ; 15.321,91 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;11/01/2018;19/03/2019;432;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000183689201433;-;1,0000000;A;31/12/2019;-; ;2014;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
